final_kluster	annot	count.x	pattern	count.y	ratio
44ns	ferrochelatase	0	non_seasonal	7	0
44ns	amidoligase enzyme	0	non_seasonal	7	0
44ns	primase	0	non_seasonal	7	0
44s	primase	1	seasonal	13	0.0769230769230769
44s	ferrochelatase	1	seasonal	13	0.0769230769230769
44s	2OG-Fe(II) oxygenase	1	seasonal	13	0.0769230769230769
44s	zphosphoheptose isomerase	0	seasonal	13	0
44s	nucleotide-sugar epimerase	3	seasonal	13	0.230769230769231
44s	amidoligase enzyme	0	seasonal	13	0
45ns	zphosphoheptose isomerase	0	non_seasonal	2	0
45ns	primase	0	non_seasonal	2	0
45ns	2OG-Fe(II) oxygenase	0	non_seasonal	2	0
45ns	amidoligase enzyme	0	non_seasonal	2	0
45ns	nucleotide-sugar epimerase	0	non_seasonal	2	0
45ns	ferrochelatase	0	non_seasonal	2	0
45s	ferrochelatase	0	seasonal	11	0
45s	nucleotide-sugar epimerase	0	seasonal	11	0
45s	2OG-Fe(II) oxygenase	1	seasonal	11	0.0909090909090909
45s	zphosphoheptose isomerase	0	seasonal	11	0
45s	primase	0	seasonal	11	0
45s	amidoligase enzyme	0	seasonal	11	0
46ns	amidoligase enzyme	0	non_seasonal	11	0
46ns	primase	0	non_seasonal	11	0
46ns	nucleotide-sugar epimerase	0	non_seasonal	11	0
46ns	ferrochelatase	0	non_seasonal	11	0
46ns	2OG-Fe(II) oxygenase	0	non_seasonal	11	0
46ns	zphosphoheptose isomerase	0	non_seasonal	11	0
46s	ferrochelatase	0	seasonal	10	0
46s	nucleotide-sugar epimerase	0	seasonal	10	0
46s	zphosphoheptose isomerase	0	seasonal	10	0
46s	primase	0	seasonal	10	0
46s	2OG-Fe(II) oxygenase	0	seasonal	10	0
46s	amidoligase enzyme	0	seasonal	10	0
47s	ferrochelatase	0	seasonal	28	0
47s	2OG-Fe(II) oxygenase	10	seasonal	28	0.357142857142857
47s	nucleotide-sugar epimerase	0	seasonal	28	0
47s	amidoligase enzyme	1	seasonal	28	0.0357142857142857
47s	zphosphoheptose isomerase	0	seasonal	28	0
47s	primase	1	seasonal	28	0.0357142857142857
48s	ferrochelatase	0	seasonal	19	0
48s	2OG-Fe(II) oxygenase	0	seasonal	19	0
48s	zphosphoheptose isomerase	0	seasonal	19	0
48s	nucleotide-sugar epimerase	0	seasonal	19	0
48s	primase	0	seasonal	19	0
48s	amidoligase enzyme	0	seasonal	19	0
49s	zphosphoheptose isomerase	0	seasonal	21	0
49s	ferrochelatase	3	seasonal	21	0.142857142857143
49s	primase	2	seasonal	21	0.0952380952380952
49s	2OG-Fe(II) oxygenase	5	seasonal	21	0.238095238095238
49s	nucleotide-sugar epimerase	1	seasonal	21	0.0476190476190476
49s	amidoligase enzyme	0	seasonal	21	0
4ns	primase	0	non_seasonal	7	0
4ns	nucleotide-sugar epimerase	0	non_seasonal	7	0
4ns	amidoligase enzyme	0	non_seasonal	7	0
4ns	zphosphoheptose isomerase	0	non_seasonal	7	0
4ns	2OG-Fe(II) oxygenase	0	non_seasonal	7	0
4ns	ferrochelatase	0	non_seasonal	7	0
4s	nucleotide-sugar epimerase	2	seasonal	12	0.166666666666667
4s	primase	0	seasonal	12	0
4s	ferrochelatase	0	seasonal	12	0
4s	zphosphoheptose isomerase	0	seasonal	12	0
4s	2OG-Fe(II) oxygenase	6	seasonal	12	0.5
4s	amidoligase enzyme	0	seasonal	12	0
50s	ferrochelatase	0	seasonal	29	0
50s	primase	0	seasonal	29	0
50s	nucleotide-sugar epimerase	0	seasonal	29	0
50s	2OG-Fe(II) oxygenase	4	seasonal	29	0.137931034482759
50s	zphosphoheptose isomerase	0	seasonal	29	0
50s	amidoligase enzyme	0	seasonal	29	0
51s	ferrochelatase	0	seasonal	16	0
51s	primase	0	seasonal	16	0
51s	amidoligase enzyme	0	seasonal	16	0
51s	zphosphoheptose isomerase	0	seasonal	16	0
51s	2OG-Fe(II) oxygenase	2	seasonal	16	0.125
51s	nucleotide-sugar epimerase	4	seasonal	16	0.25
52s	ferrochelatase	2	seasonal	33	0.0606060606060606
52s	zphosphoheptose isomerase	0	seasonal	33	0
52s	nucleotide-sugar epimerase	0	seasonal	33	0
52s	2OG-Fe(II) oxygenase	10	seasonal	33	0.303030303030303
52s	primase	4	seasonal	33	0.121212121212121
52s	amidoligase enzyme	1	seasonal	33	0.0303030303030303
53s	ferrochelatase	2	seasonal	22	0.0909090909090909
53s	2OG-Fe(II) oxygenase	7	seasonal	22	0.318181818181818
53s	nucleotide-sugar epimerase	4	seasonal	22	0.181818181818182
53s	primase	2	seasonal	22	0.0909090909090909
53s	zphosphoheptose isomerase	2	seasonal	22	0.0909090909090909
53s	amidoligase enzyme	1	seasonal	22	0.0454545454545455
54s	ferrochelatase	0	seasonal	28	0
54s	nucleotide-sugar epimerase	0	seasonal	28	0
54s	amidoligase enzyme	2	seasonal	28	0.0714285714285714
54s	primase	0	seasonal	28	0
54s	2OG-Fe(II) oxygenase	4	seasonal	28	0.142857142857143
54s	zphosphoheptose isomerase	0	seasonal	28	0
55s	nucleotide-sugar epimerase	2	seasonal	19	0.105263157894737
55s	ferrochelatase	0	seasonal	19	0
55s	primase	3	seasonal	19	0.157894736842105
55s	amidoligase enzyme	0	seasonal	19	0
55s	2OG-Fe(II) oxygenase	4	seasonal	19	0.210526315789474
55s	zphosphoheptose isomerase	0	seasonal	19	0
56s	ferrochelatase	0	seasonal	21	0
56s	primase	2	seasonal	21	0.0952380952380952
56s	2OG-Fe(II) oxygenase	2	seasonal	21	0.0952380952380952
56s	nucleotide-sugar epimerase	0	seasonal	21	0
56s	amidoligase enzyme	0	seasonal	21	0
56s	zphosphoheptose isomerase	0	seasonal	21	0
57s	ferrochelatase	0	seasonal	8	0
57s	amidoligase enzyme	0	seasonal	8	0
57s	nucleotide-sugar epimerase	0	seasonal	8	0
57s	primase	0	seasonal	8	0
57s	2OG-Fe(II) oxygenase	0	seasonal	8	0
57s	zphosphoheptose isomerase	0	seasonal	8	0
58s	ferrochelatase	0	seasonal	20	0
58s	zphosphoheptose isomerase	0	seasonal	20	0
58s	primase	0	seasonal	20	0
58s	amidoligase enzyme	0	seasonal	20	0
58s	nucleotide-sugar epimerase	0	seasonal	20	0
58s	2OG-Fe(II) oxygenase	1	seasonal	20	0.05
59s	ferrochelatase	0	seasonal	24	0
59s	primase	1	seasonal	24	0.0416666666666667
59s	nucleotide-sugar epimerase	1	seasonal	24	0.0416666666666667
59s	amidoligase enzyme	0	seasonal	24	0
59s	zphosphoheptose isomerase	0	seasonal	24	0
59s	2OG-Fe(II) oxygenase	0	seasonal	24	0
5ns	nucleotide-sugar epimerase	0	non_seasonal	23	0
5ns	ferrochelatase	0	non_seasonal	23	0
5ns	amidoligase enzyme	0	non_seasonal	23	0
5ns	2OG-Fe(II) oxygenase	1	non_seasonal	23	0.0434782608695652
5ns	zphosphoheptose isomerase	0	non_seasonal	23	0
5ns	primase	0	non_seasonal	23	0
5s	ferrochelatase	1	seasonal	46	0.0217391304347826
5s	primase	3	seasonal	46	0.0652173913043478
5s	amidoligase enzyme	0	seasonal	46	0
5s	2OG-Fe(II) oxygenase	4	seasonal	46	0.0869565217391304
5s	nucleotide-sugar epimerase	3	seasonal	46	0.0652173913043478
5s	zphosphoheptose isomerase	0	seasonal	46	0
60s	nucleotide-sugar epimerase	11	seasonal	35	0.314285714285714
60s	zphosphoheptose isomerase	0	seasonal	35	0
60s	ferrochelatase	0	seasonal	35	0
60s	primase	2	seasonal	35	0.0571428571428571
60s	amidoligase enzyme	0	seasonal	35	0
60s	2OG-Fe(II) oxygenase	4	seasonal	35	0.114285714285714
61s	nucleotide-sugar epimerase	3	seasonal	21	0.142857142857143
61s	ferrochelatase	2	seasonal	21	0.0952380952380952
61s	zphosphoheptose isomerase	0	seasonal	21	0
61s	amidoligase enzyme	0	seasonal	21	0
61s	primase	3	seasonal	21	0.142857142857143
61s	2OG-Fe(II) oxygenase	5	seasonal	21	0.238095238095238
62s	amidoligase enzyme	0	seasonal	14	0
62s	nucleotide-sugar epimerase	1	seasonal	14	0.0714285714285714
62s	primase	1	seasonal	14	0.0714285714285714
62s	2OG-Fe(II) oxygenase	1	seasonal	14	0.0714285714285714
62s	zphosphoheptose isomerase	0	seasonal	14	0
62s	ferrochelatase	0	seasonal	14	0
63s	nucleotide-sugar epimerase	0	seasonal	33	0
63s	ferrochelatase	1	seasonal	33	0.0303030303030303
63s	2OG-Fe(II) oxygenase	1	seasonal	33	0.0303030303030303
63s	amidoligase enzyme	6	seasonal	33	0.181818181818182
63s	zphosphoheptose isomerase	0	seasonal	33	0
63s	primase	4	seasonal	33	0.121212121212121
64s	ferrochelatase	2	seasonal	20	0.1
64s	nucleotide-sugar epimerase	0	seasonal	20	0
64s	2OG-Fe(II) oxygenase	6	seasonal	20	0.3
64s	primase	2	seasonal	20	0.1
64s	amidoligase enzyme	0	seasonal	20	0
64s	zphosphoheptose isomerase	0	seasonal	20	0
65s	ferrochelatase	0	seasonal	31	0
65s	nucleotide-sugar epimerase	1	seasonal	31	0.032258064516129
65s	primase	3	seasonal	31	0.0967741935483871
65s	zphosphoheptose isomerase	1	seasonal	31	0.032258064516129
65s	2OG-Fe(II) oxygenase	9	seasonal	31	0.290322580645161
65s	amidoligase enzyme	0	seasonal	31	0
66s	primase	0	seasonal	17	0
66s	ferrochelatase	0	seasonal	17	0
66s	nucleotide-sugar epimerase	0	seasonal	17	0
66s	2OG-Fe(II) oxygenase	2	seasonal	17	0.117647058823529
66s	amidoligase enzyme	0	seasonal	17	0
66s	zphosphoheptose isomerase	0	seasonal	17	0
67s	primase	1	seasonal	21	0.0476190476190476
67s	ferrochelatase	0	seasonal	21	0
67s	nucleotide-sugar epimerase	1	seasonal	21	0.0476190476190476
67s	2OG-Fe(II) oxygenase	2	seasonal	21	0.0952380952380952
67s	amidoligase enzyme	0	seasonal	21	0
67s	zphosphoheptose isomerase	0	seasonal	21	0
68s	ferrochelatase	7	seasonal	22	0.318181818181818
68s	amidoligase enzyme	0	seasonal	22	0
68s	2OG-Fe(II) oxygenase	20	seasonal	22	0.909090909090909
68s	zphosphoheptose isomerase	0	seasonal	22	0
68s	nucleotide-sugar epimerase	5	seasonal	22	0.227272727272727
68s	primase	6	seasonal	22	0.272727272727273
69s	zphosphoheptose isomerase	0	seasonal	27	0
69s	ferrochelatase	0	seasonal	27	0
69s	primase	0	seasonal	27	0
69s	amidoligase enzyme	0	seasonal	27	0
69s	nucleotide-sugar epimerase	0	seasonal	27	0
69s	2OG-Fe(II) oxygenase	0	seasonal	27	0
6ns	ferrochelatase	1	non_seasonal	18	0.0555555555555556
6ns	nucleotide-sugar epimerase	0	non_seasonal	18	0
6ns	amidoligase enzyme	0	non_seasonal	18	0
6ns	2OG-Fe(II) oxygenase	1	non_seasonal	18	0.0555555555555556
6ns	primase	0	non_seasonal	18	0
6ns	zphosphoheptose isomerase	0	non_seasonal	18	0
6s	ferrochelatase	0	seasonal	33	0
6s	zphosphoheptose isomerase	1	seasonal	33	0.0303030303030303
6s	amidoligase enzyme	1	seasonal	33	0.0303030303030303
6s	primase	0	seasonal	33	0
6s	2OG-Fe(II) oxygenase	3	seasonal	33	0.0909090909090909
6s	nucleotide-sugar epimerase	2	seasonal	33	0.0606060606060606
70s	ferrochelatase	0	seasonal	42	0
70s	nucleotide-sugar epimerase	0	seasonal	42	0
70s	zphosphoheptose isomerase	1	seasonal	42	0.0238095238095238
70s	primase	2	seasonal	42	0.0476190476190476
70s	amidoligase enzyme	0	seasonal	42	0
70s	2OG-Fe(II) oxygenase	5	seasonal	42	0.119047619047619
71s	amidoligase enzyme	0	seasonal	22	0
71s	primase	2	seasonal	22	0.0909090909090909
71s	nucleotide-sugar epimerase	0	seasonal	22	0
71s	ferrochelatase	0	seasonal	22	0
71s	zphosphoheptose isomerase	0	seasonal	22	0
71s	2OG-Fe(II) oxygenase	0	seasonal	22	0
72s	nucleotide-sugar epimerase	0	seasonal	26	0
72s	primase	1	seasonal	26	0.0384615384615385
72s	ferrochelatase	0	seasonal	26	0
72s	zphosphoheptose isomerase	0	seasonal	26	0
72s	2OG-Fe(II) oxygenase	0	seasonal	26	0
72s	amidoligase enzyme	0	seasonal	26	0
73s	nucleotide-sugar epimerase	1	seasonal	39	0.0256410256410256
73s	2OG-Fe(II) oxygenase	2	seasonal	39	0.0512820512820513
73s	primase	0	seasonal	39	0
73s	amidoligase enzyme	0	seasonal	39	0
73s	ferrochelatase	0	seasonal	39	0
73s	zphosphoheptose isomerase	0	seasonal	39	0
74s	primase	0	seasonal	17	0
74s	nucleotide-sugar epimerase	0	seasonal	17	0
74s	zphosphoheptose isomerase	0	seasonal	17	0
74s	ferrochelatase	0	seasonal	17	0
74s	amidoligase enzyme	0	seasonal	17	0
74s	2OG-Fe(II) oxygenase	0	seasonal	17	0
75s	zphosphoheptose isomerase	0	seasonal	39	0
75s	nucleotide-sugar epimerase	1	seasonal	39	0.0256410256410256
75s	primase	0	seasonal	39	0
75s	ferrochelatase	2	seasonal	39	0.0512820512820513
75s	amidoligase enzyme	0	seasonal	39	0
75s	2OG-Fe(II) oxygenase	6	seasonal	39	0.153846153846154
76s	nucleotide-sugar epimerase	2	seasonal	44	0.0454545454545455
76s	primase	1	seasonal	44	0.0227272727272727
76s	ferrochelatase	0	seasonal	44	0
76s	zphosphoheptose isomerase	1	seasonal	44	0.0227272727272727
76s	amidoligase enzyme	0	seasonal	44	0
76s	2OG-Fe(II) oxygenase	2	seasonal	44	0.0454545454545455
77s	nucleotide-sugar epimerase	0	seasonal	22	0
77s	ferrochelatase	0	seasonal	22	0
77s	zphosphoheptose isomerase	0	seasonal	22	0
77s	primase	1	seasonal	22	0.0454545454545455
77s	2OG-Fe(II) oxygenase	0	seasonal	22	0
77s	amidoligase enzyme	0	seasonal	22	0
78s	nucleotide-sugar epimerase	0	seasonal	19	0
78s	ferrochelatase	0	seasonal	19	0
78s	primase	1	seasonal	19	0.0526315789473684
78s	zphosphoheptose isomerase	0	seasonal	19	0
78s	amidoligase enzyme	0	seasonal	19	0
78s	2OG-Fe(II) oxygenase	1	seasonal	19	0.0526315789473684
79s	zphosphoheptose isomerase	0	seasonal	19	0
79s	amidoligase enzyme	0	seasonal	19	0
79s	nucleotide-sugar epimerase	1	seasonal	19	0.0526315789473684
79s	ferrochelatase	1	seasonal	19	0.0526315789473684
79s	primase	4	seasonal	19	0.210526315789474
79s	2OG-Fe(II) oxygenase	3	seasonal	19	0.157894736842105
7ns	amidoligase enzyme	0	non_seasonal	12	0
7ns	2OG-Fe(II) oxygenase	0	non_seasonal	12	0
7ns	ferrochelatase	0	non_seasonal	12	0
7ns	zphosphoheptose isomerase	0	non_seasonal	12	0
7ns	primase	0	non_seasonal	12	0
7ns	nucleotide-sugar epimerase	0	non_seasonal	12	0
7s	zphosphoheptose isomerase	0	seasonal	16	0
7s	2OG-Fe(II) oxygenase	0	seasonal	16	0
7s	ferrochelatase	0	seasonal	16	0
7s	primase	1	seasonal	16	0.0625
7s	amidoligase enzyme	0	seasonal	16	0
7s	nucleotide-sugar epimerase	0	seasonal	16	0
80s	zphosphoheptose isomerase	0	seasonal	22	0
80s	nucleotide-sugar epimerase	0	seasonal	22	0
80s	primase	2	seasonal	22	0.0909090909090909
80s	ferrochelatase	2	seasonal	22	0.0909090909090909
80s	amidoligase enzyme	0	seasonal	22	0
80s	2OG-Fe(II) oxygenase	5	seasonal	22	0.227272727272727
81s	nucleotide-sugar epimerase	0	seasonal	17	0
81s	zphosphoheptose isomerase	0	seasonal	17	0
81s	primase	4	seasonal	17	0.235294117647059
81s	2OG-Fe(II) oxygenase	0	seasonal	17	0
81s	amidoligase enzyme	0	seasonal	17	0
81s	ferrochelatase	0	seasonal	17	0
82s	amidoligase enzyme	0	seasonal	22	0
82s	zphosphoheptose isomerase	0	seasonal	22	0
82s	primase	4	seasonal	22	0.181818181818182
82s	nucleotide-sugar epimerase	1	seasonal	22	0.0454545454545455
82s	2OG-Fe(II) oxygenase	16	seasonal	22	0.727272727272727
82s	ferrochelatase	5	seasonal	22	0.227272727272727
83s	zphosphoheptose isomerase	0	seasonal	33	0
83s	nucleotide-sugar epimerase	0	seasonal	33	0
83s	amidoligase enzyme	0	seasonal	33	0
83s	primase	2	seasonal	33	0.0606060606060606
83s	2OG-Fe(II) oxygenase	3	seasonal	33	0.0909090909090909
83s	ferrochelatase	1	seasonal	33	0.0303030303030303
84s	zphosphoheptose isomerase	1	seasonal	27	0.037037037037037
84s	ferrochelatase	1	seasonal	27	0.037037037037037
84s	nucleotide-sugar epimerase	2	seasonal	27	0.0740740740740741
84s	2OG-Fe(II) oxygenase	3	seasonal	27	0.111111111111111
84s	amidoligase enzyme	0	seasonal	27	0
84s	primase	4	seasonal	27	0.148148148148148
85s	zphosphoheptose isomerase	2	seasonal	22	0.0909090909090909
85s	2OG-Fe(II) oxygenase	0	seasonal	22	0
85s	ferrochelatase	0	seasonal	22	0
85s	nucleotide-sugar epimerase	5	seasonal	22	0.227272727272727
85s	amidoligase enzyme	0	seasonal	22	0
85s	primase	0	seasonal	22	0
86s	ferrochelatase	2	seasonal	29	0.0689655172413793
86s	zphosphoheptose isomerase	0	seasonal	29	0
86s	2OG-Fe(II) oxygenase	3	seasonal	29	0.103448275862069
86s	amidoligase enzyme	0	seasonal	29	0
86s	primase	1	seasonal	29	0.0344827586206897
86s	nucleotide-sugar epimerase	4	seasonal	29	0.137931034482759
87s	zphosphoheptose isomerase	0	seasonal	8	0
87s	nucleotide-sugar epimerase	3	seasonal	8	0.375
87s	ferrochelatase	0	seasonal	8	0
87s	primase	0	seasonal	8	0
87s	amidoligase enzyme	0	seasonal	8	0
87s	2OG-Fe(II) oxygenase	0	seasonal	8	0
88s	ferrochelatase	0	seasonal	25	0
88s	nucleotide-sugar epimerase	0	seasonal	25	0
88s	zphosphoheptose isomerase	0	seasonal	25	0
88s	primase	0	seasonal	25	0
88s	amidoligase enzyme	0	seasonal	25	0
88s	2OG-Fe(II) oxygenase	0	seasonal	25	0
89s	amidoligase enzyme	0	seasonal	16	0
89s	zphosphoheptose isomerase	0	seasonal	16	0
89s	primase	1	seasonal	16	0.0625
89s	nucleotide-sugar epimerase	0	seasonal	16	0
89s	ferrochelatase	0	seasonal	16	0
89s	2OG-Fe(II) oxygenase	1	seasonal	16	0.0625
8ns	ferrochelatase	0	non_seasonal	17	0
8ns	2OG-Fe(II) oxygenase	0	non_seasonal	17	0
8ns	primase	0	non_seasonal	17	0
8ns	nucleotide-sugar epimerase	0	non_seasonal	17	0
8ns	zphosphoheptose isomerase	0	non_seasonal	17	0
8ns	amidoligase enzyme	0	non_seasonal	17	0
8s	primase	1	seasonal	28	0.0357142857142857
8s	ferrochelatase	0	seasonal	28	0
8s	nucleotide-sugar epimerase	2	seasonal	28	0.0714285714285714
8s	amidoligase enzyme	0	seasonal	28	0
8s	zphosphoheptose isomerase	0	seasonal	28	0
8s	2OG-Fe(II) oxygenase	0	seasonal	28	0
90s	nucleotide-sugar epimerase	0	seasonal	31	0
90s	zphosphoheptose isomerase	0	seasonal	31	0
90s	primase	5	seasonal	31	0.161290322580645
90s	amidoligase enzyme	2	seasonal	31	0.0645161290322581
90s	2OG-Fe(II) oxygenase	1	seasonal	31	0.032258064516129
90s	ferrochelatase	0	seasonal	31	0
91s	nucleotide-sugar epimerase	1	seasonal	23	0.0434782608695652
91s	zphosphoheptose isomerase	0	seasonal	23	0
91s	amidoligase enzyme	0	seasonal	23	0
91s	ferrochelatase	2	seasonal	23	0.0869565217391304
91s	primase	4	seasonal	23	0.173913043478261
91s	2OG-Fe(II) oxygenase	4	seasonal	23	0.173913043478261
92s	zphosphoheptose isomerase	1	seasonal	29	0.0344827586206897
92s	nucleotide-sugar epimerase	2	seasonal	29	0.0689655172413793
92s	ferrochelatase	0	seasonal	29	0
92s	2OG-Fe(II) oxygenase	2	seasonal	29	0.0689655172413793
92s	primase	1	seasonal	29	0.0344827586206897
92s	amidoligase enzyme	0	seasonal	29	0
93s	zphosphoheptose isomerase	1	seasonal	6	0.166666666666667
93s	2OG-Fe(II) oxygenase	0	seasonal	6	0
93s	ferrochelatase	0	seasonal	6	0
93s	nucleotide-sugar epimerase	1	seasonal	6	0.166666666666667
93s	amidoligase enzyme	0	seasonal	6	0
93s	primase	0	seasonal	6	0
94s	amidoligase enzyme	0	seasonal	23	0
94s	primase	2	seasonal	23	0.0869565217391304
94s	zphosphoheptose isomerase	0	seasonal	23	0
94s	ferrochelatase	3	seasonal	23	0.130434782608696
94s	nucleotide-sugar epimerase	1	seasonal	23	0.0434782608695652
94s	2OG-Fe(II) oxygenase	4	seasonal	23	0.173913043478261
95s	amidoligase enzyme	0	seasonal	19	0
95s	ferrochelatase	0	seasonal	19	0
95s	primase	1	seasonal	19	0.0526315789473684
95s	zphosphoheptose isomerase	0	seasonal	19	0
95s	nucleotide-sugar epimerase	2	seasonal	19	0.105263157894737
95s	2OG-Fe(II) oxygenase	1	seasonal	19	0.0526315789473684
96s	zphosphoheptose isomerase	1	seasonal	18	0.0555555555555556
96s	ferrochelatase	2	seasonal	18	0.111111111111111
96s	nucleotide-sugar epimerase	5	seasonal	18	0.277777777777778
96s	2OG-Fe(II) oxygenase	6	seasonal	18	0.333333333333333
96s	primase	2	seasonal	18	0.111111111111111
96s	amidoligase enzyme	1	seasonal	18	0.0555555555555556
97s	amidoligase enzyme	0	seasonal	18	0
97s	primase	3	seasonal	18	0.166666666666667
97s	2OG-Fe(II) oxygenase	5	seasonal	18	0.277777777777778
97s	nucleotide-sugar epimerase	0	seasonal	18	0
97s	ferrochelatase	0	seasonal	18	0
97s	zphosphoheptose isomerase	1	seasonal	18	0.0555555555555556
98s	zphosphoheptose isomerase	0	seasonal	24	0
98s	amidoligase enzyme	1	seasonal	24	0.0416666666666667
98s	primase	1	seasonal	24	0.0416666666666667
98s	2OG-Fe(II) oxygenase	0	seasonal	24	0
98s	ferrochelatase	0	seasonal	24	0
98s	nucleotide-sugar epimerase	0	seasonal	24	0
99s	amidoligase enzyme	0	seasonal	25	0
99s	zphosphoheptose isomerase	0	seasonal	25	0
99s	primase	2	seasonal	25	0.08
99s	2OG-Fe(II) oxygenase	0	seasonal	25	0
99s	nucleotide-sugar epimerase	1	seasonal	25	0.04
99s	ferrochelatase	0	seasonal	25	0
9ns	2OG-Fe(II) oxygenase	0	non_seasonal	9	0
9ns	primase	0	non_seasonal	9	0
9ns	amidoligase enzyme	0	non_seasonal	9	0
9ns	ferrochelatase	0	non_seasonal	9	0
9ns	nucleotide-sugar epimerase	0	non_seasonal	9	0
9ns	zphosphoheptose isomerase	0	non_seasonal	9	0
9s	amidoligase enzyme	0	seasonal	23	0
9s	primase	2	seasonal	23	0.0869565217391304
9s	2OG-Fe(II) oxygenase	6	seasonal	23	0.260869565217391
9s	ferrochelatase	2	seasonal	23	0.0869565217391304
9s	nucleotide-sugar epimerase	3	seasonal	23	0.130434782608696
9s	zphosphoheptose isomerase	0	seasonal	23	0
